symbol,fold,method,ece,brier,log_loss,auc,n_test
TSLA,10,platt,0.10484798153512347,0.25899216893729643,0.7118469129128705,0.5480453972257251,126
TSLA,10,isotonic,0.0482830905541288,0.2544182357678233,0.7021918301762073,0.4615384615384615,126
TSLA,11,no_cal,0.21213732632526555,0.3033197847410915,0.8558565430528859,0.5070993914807302,126
TSLA,11,platt,0.13458887233126757,0.26643795221419764,0.7269950575082353,0.4929006085192697,126
TSLA,11,isotonic,0.11235995484586525,0.2595245631326107,0.7123801963382432,0.5366379310344828,126
TSLA,12,no_cal,0.2576512884163234,0.3270806974989761,0.8915671331029129,0.45663265306122447,126
TSLA,12,platt,0.0652947261237151,0.25093896839455354,0.6950256185011975,0.5433673469387754,126
TSLA,12,isotonic,0.13164346924796028,0.27362832438592893,0.7453153854810375,0.48086734693877553,126
TSLA,13,no_cal,0.171986187703004,0.29039975825664477,0.799438047901665,0.4904233870967742,126
TSLA,13,platt,0.08743834669952821,0.2548090815634535,0.7028239240773113,0.5095766129032259,126
TSLA,13,isotonic,0.08318403193988042,0.25648319772998224,0.7062375100749759,0.5045362903225806,126
TSLA,14,no_cal,0.36708231507546146,0.3705062649731588,1.1236904423833396,0.5605868960283329,126
TSLA,14,platt,0.12481232792975011,0.27115851983685096,0.7373664810505821,0.43941310397166705,126
TSLA,14,isotonic,0.0892737665330935,0.26015380201398464,0.7140155870387807,0.5080951176321782,126
TSLA,15,no_cal,0.1100282829572551,0.25406716451140604,0.7015799090111426,0.5494561092840881,126
TSLA,15,platt,0.03672377619532589,0.2467070571083324,0.68648053838266,0.5494561092840881,126
TSLA,15,isotonic,0.06359984128935924,0.24582839274039034,0.6808275345915918,0.5249177839615481,126
TSLA,16,no_cal,0.1961731609220649,0.2885839648345461,0.794033767933839,0.5224747474747475,126
TSLA,16,platt,0.11636281648280432,0.26562907368505845,0.7267394468514039,0.5224747474747475,126
TSLA,16,isotonic,0.14293257688388314,0.28744068365937747,1.53093907353262,0.5118686868686868,126
TSLA,17,no_cal,0.356508850228411,0.3427813848099106,1.0516824302980685,0.6024187452758881,126
TSLA,17,platt,0.4072188966582856,0.3868657424033154,1.234910823122141,0.6024187452758881,126
TSLA,17,isotonic,0.4874220820349802,0.4623538556162019,5.731257959760589,0.5724363819601914,126
TSLA,18,no_cal,0.30121602209098397,0.3206143121370302,1.0923361768774131,0.5994878361075544,126
TSLA,18,platt,0.08125949955510972,0.24074637602300414,0.6746099536752823,0.5994878361075544,126
TSLA,18,isotonic,0.11820874069509468,0.24261250995260453,0.6814236481877199,0.5880921895006402,126
TSLA,19,no_cal,0.292010706487859,0.3375890476754199,1.0029429177666378,0.5169878296146044,126
TSLA,19,platt,0.05826850571737976,0.25125892838332803,0.6956620103851825,0.5169878296146044,126
TSLA,19,isotonic,0.07940316985329147,0.26286932504006316,0.7215723078145838,0.5212981744421906,126
TSLA,20,no_cal,0.37931184031974025,0.4197492141723624,1.3120454778475465,0.4515636918382914,126
